,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.6091445684432983,0.9473622441291809,0.529411792755127,4.162289619445801,0.0010000000474974513
1,0.7544247508049011,0.6165049076080322,0.7352941036224365,0.9094426035881042,0.0010000000474974513
2,0.8289085626602173,0.4193580150604248,0.7176470756530762,0.8715330958366394,0.0010000000474974513
3,0.8938053250312805,0.2860945165157318,0.6764705777168274,1.9913368225097656,0.0010000000474974513
4,0.8960176706314087,0.2908112406730652,0.7529411911964417,1.1310710906982422,0.0010000000474974513
5,0.8982300758361816,0.25876492261886597,0.7647058963775635,1.266366720199585,0.0010000000474974513
6,0.9579645991325378,0.11860476434230804,0.8941176533699036,0.5192878246307373,0.0005000000237487257
7,0.9955752491950989,0.023463750258088112,0.9058823585510254,0.4703527092933655,0.0005000000237487257
8,1.0,0.007055020425468683,0.8941176533699036,0.49170613288879395,0.0005000000237487257
9,1.0,0.0029451739974319935,0.8999999761581421,0.5142503380775452,0.0005000000237487257
10,1.0,0.001813540467992425,0.8999999761581421,0.5386804342269897,0.0005000000237487257
11,1.0,0.0013144800905138254,0.8999999761581421,0.5548589825630188,0.0002500000118743628
12,1.0,0.0011238435981795192,0.8999999761581421,0.5681862235069275,0.0002500000118743628
13,1.0,0.0009658148628659546,0.8999999761581421,0.579927384853363,0.0002500000118743628
14,1.0,0.000849822536110878,0.8999999761581421,0.5874717831611633,0.0001250000059371814
15,1.0,0.0007907079998403788,0.8999999761581421,0.5935985445976257,0.0001250000059371814
16,1.0,0.0007350108935497701,0.8999999761581421,0.599104642868042,0.0001250000059371814
17,1.0,0.0006894811522215605,0.8999999761581421,0.6026639938354492,6.25000029685907e-05
