,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.1585545688867569,0.1235731765627861,0.14705882966518402,-0.6631984710693359,9.999999747378752e-05
1,0.18141593039035797,-3.8164780139923096,0.10000000149011612,-14.411975860595703,9.999999747378752e-05
2,0.11725663393735886,-22.969341278076172,0.10000000149011612,-43.83367156982422,9.999999747378752e-05
3,0.0833333358168602,-50.64429473876953,0.10000000149011612,-92.86308288574219,9.999999747378752e-05
4,0.08554572612047195,-86.6584701538086,0.10000000149011612,-127.57957458496094,9.999999747378752e-05
5,0.0833333358168602,-121.88597106933594,0.10000000149011612,-192.65536499023438,9.999999747378752e-05
6,0.0833333358168602,-166.97628784179688,0.10000000149011612,-267.4313659667969,9.999999747378752e-05
7,0.08259586989879608,-227.76466369628906,0.10000000149011612,-257.22723388671875,9.999999747378752e-05
8,0.08259586989879608,-261.7869567871094,0.10000000149011612,-348.99713134765625,9.999999747378752e-05
9,0.0833333358168602,-314.54254150390625,0.10000000149011612,-518.5646362304688,9.999999747378752e-05
10,0.08407079428434372,-379.23992919921875,0.10000000149011612,-596.8760986328125,9.999999747378752e-05
11,0.0833333358168602,-451.8736267089844,0.10000000149011612,-469.3197937011719,9.999999747378752e-05
12,0.08407079428434372,-530.5203857421875,0.10000000149011612,-459.9012451171875,9.999999747378752e-05
13,0.08407079428434372,-636.9104614257812,0.10000000149011612,-662.6576538085938,9.999999747378752e-05
14,0.08407079428434372,-688.0657958984375,0.10000000149011612,-1119.339111328125,9.999999747378752e-05
15,0.08480826020240784,-793.249267578125,0.10000000149011612,-1331.2969970703125,9.999999747378752e-05
16,0.08480826020240784,-946.8291015625,0.10000000149011612,-1437.4544677734375,9.999999747378752e-05
17,0.0833333358168602,-1077.5615234375,0.10000000149011612,-1332.545166015625,9.999999747378752e-05
18,0.08628318458795547,-1176.5269775390625,0.10000000149011612,-1268.04150390625,9.999999747378752e-05
19,0.08702065050601959,-1293.6072998046875,0.10000000149011612,-1426.1025390625,9.999999747378752e-05
20,0.08407079428434372,-1378.556640625,0.10000000149011612,-1412.41259765625,4.999999873689376e-05
21,0.08554572612047195,-1357.9881591796875,0.10000000149011612,-1452.896728515625,4.999999873689376e-05
22,0.08480826020240784,-1439.80517578125,0.10000000149011612,-1450.95703125,4.999999873689376e-05
23,0.08554572612047195,-1613.2098388671875,0.10000000149011612,-1463.5589599609375,4.999999873689376e-05
24,0.08407079428434372,-1683.1644287109375,0.10000000149011612,-1635.934326171875,4.999999873689376e-05
25,0.08849557489156723,-1625.1285400390625,0.10000000149011612,-1522.013916015625,4.999999873689376e-05
26,0.08480826020240784,-1833.6888427734375,0.10000000149011612,-1572.30859375,4.999999873689376e-05
27,0.08997049927711487,-1962.462158203125,0.10000000149011612,-1642.898193359375,4.999999873689376e-05
28,0.08702065050601959,-2011.7083740234375,0.10000000149011612,-2142.06787109375,4.999999873689376e-05
29,0.09218288958072662,-2137.998779296875,0.10000000149011612,-2226.126708984375,4.999999873689376e-05
30,0.08849557489156723,-2252.479736328125,0.10000000149011612,-1625.7486572265625,4.999999873689376e-05
31,0.08628318458795547,-2226.23388671875,0.10000000149011612,-2083.29638671875,4.999999873689376e-05
32,0.08923304080963135,-2239.083251953125,0.10000000149011612,-1663.282958984375,4.999999873689376e-05
33,0.0914454311132431,-2426.758544921875,0.10000000149011612,-1989.4755859375,2.499999936844688e-05
34,0.08997049927711487,-2435.306640625,0.10000000149011612,-1755.166015625,2.499999936844688e-05
35,0.09587020426988602,-2486.132080078125,0.10000000149011612,-1887.277587890625,2.499999936844688e-05
36,0.09882006049156189,-2406.796142578125,0.10000000149011612,-2032.9942626953125,1.249999968422344e-05
37,0.09070796519517899,-2527.38037109375,0.10000000149011612,-1670.6575927734375,1.249999968422344e-05
38,0.09070796519517899,-2615.97216796875,0.10000000149011612,-1786.1312255859375,1.249999968422344e-05
39,0.08923304080963135,-2495.015380859375,0.10000000149011612,-1998.73291015625,6.24999984211172e-06
